sheet,address,formula,functions,referenced_sheets
July Revenue,AE45,"=SUMIFS(E$5:$F33,E$5:$F33,"">0"",Z$5:$AA33,""=Cigna"")",SUMIFS,
July Revenue,AD46,"=COUNTIF(Z5:Z33, ""humana"")",COUNTIF,
July Revenue,AE46,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",$Z$5:Z33,""=humana"")",SUMIFS,
July Revenue,AD47,"=COUNTIF(Z5:Z33, ""value op"")",COUNTIF,
July Revenue,AE47,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""=Value OP"")",SUMIFS,
July Revenue,AD48,"=COUNTIF(Z5:Z33, ""UBH"")",COUNTIF,
July Revenue,AE48,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""=ubh"")",SUMIFS,
July Revenue,AD49,"=COUNTIF(Z5:Z33, ""vantage"")",COUNTIF,
July Revenue,AE49,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""=vantage"")",SUMIFS,
July Revenue,F50,=SUM(F5:F48),SUM,
July Revenue,AD50,"=COUNTIF(Z5:Z33, ""priv"")",COUNTIF,
July Revenue,AE50,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""=priv"")",SUMIFS,
July Revenue,AD51,"=COUNTIF(Z5:Z33, ""INS"")",COUNTIF,
July Revenue,AE51,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""INS"")",SUMIFS,
July Revenue,B52,=AVERAGE(B5:B37),AVERAGE,
July Revenue,AD52,"=COUNTIF(Z5:Z33, ""sterling"")",COUNTIF,
July Revenue,AE52,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""=sterling"")",SUMIFS,
July Revenue,E53,=SUM(E5:E40),SUM,
July Revenue,AD53,"=COUNTIF(Z5:Z33, ""ind"")",COUNTIF,
July Revenue,AE53,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33, ""=Ind"")",SUMIFS,
July Revenue,A54,=SUM(O57+Q57+S57)+U57+W57,SUM,
July Revenue,AD54,=SUM(AD42:AD53),SUM,
July Revenue,E56,"=SUMIF(E5:E40,"">0"")",SUMIF,
July Revenue,J56,='Daily Census IP 2012'!AH23,,Daily Census IP 2012
July Revenue,M56,=SUM(M5:M49),SUM,
July Revenue,O56,=SUM(O5:O49),SUM,
July Revenue,Q56,=SUM(Q5:Q49),SUM,
July Revenue,S56,=SUM(S5:S49),SUM,
July Revenue,U56,=SUM(U5:U49),SUM,
July Revenue,W56,=SUM(W5:W33),SUM,
July Revenue,X56,=SUM(X5:X40),SUM,
July Revenue,Z56,=SUM(E5:E40),SUM,
July Revenue,AA56,=J56,,
July Revenue,A57,='Daily Census IP 2012'!AH24,,Daily Census IP 2012
July Revenue,C57,='Daily Census IP 2012'!A46,,Daily Census IP 2012
July Revenue,J57,"=SUM(E56)/COUNTIF(E5:E40,"">0"")",COUNTIF;SUM,
July Revenue,M57,=SUM(M56*C57),SUM,
July Revenue,O57,=SUM(O56*D58),SUM,
July Revenue,Q57,=SUM(Q56*D59),SUM,
July Revenue,S57,=SUM(Q56*D60),SUM,
July Revenue,U57,=SUM(U56*D58),SUM,
July Revenue,W57,=SUM(W56*D64),SUM,
July Revenue,X57,=SUM(X56*D61),SUM,
July Revenue,Y57,=SUM(Y56*D62),SUM,
July Revenue,Z57,"=COUNTIF(E5:E33, "">0"")",COUNTIF,
July Revenue,D58,=C57,,
July Revenue,D59,=SUM(D58-E59),SUM,
July Revenue,D60,=SUM(D58-E60),SUM,
July Revenue,D63,=C57,,
Sep Revenue,AA3,='Staffing July'!O18,,Staffing July
Sep Revenue,AA4,='Staffing September'!K1,,Staffing September
Sep Revenue,E5,=D5-C5,,
Sep Revenue,F5,"=SUMIF(G5,"">0"")-M5",SUMIF,
Sep Revenue,G5,=H5-I5+J5,,
Sep Revenue,H5,"=IF(D5>$E$2,$E$2-C5,IF(D5<=$E$2,D5-C5))",IF,
Sep Revenue,I5,"=IF(C5<$E$1,$D$2-C5,0)",IF,
Sep Revenue,AF26,=AB30,,
Sep Revenue,AB28,"=COUNTIF(Z5:Z33, ""B"")",COUNTIF,
Sep Revenue,AC28,=SUM(AB28/AB30),SUM,
Sep Revenue,AD28,"=AVERAGEIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""B"")",AVERAGEIFS,
Sep Revenue,AB29,"=COUNTIF(Z5:Z33, ""U"")",COUNTIF,
Sep Revenue,AC29,=SUM(AB29/AB30),SUM,
Sep Revenue,AD29,"=AVERAGEIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""U"")",AVERAGEIFS,
Sep Revenue,AB30,=SUM(AB28:AB29),SUM,
Sep Revenue,AC30,=SUM(AC28+AC29),SUM,
Sep Revenue,AD30,=J60,,
Sep Revenue,AB32,=J59,,
Sep Revenue,AB36,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""=B"")",SUMIFS,
Sep Revenue,AC36,=AB36,,
Sep Revenue,AE36,=SUM(AB36/AB38),SUM,
Sep Revenue,AF36,=AD28,,
Sep Revenue,AB37,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""=U"")",SUMIFS,
Sep Revenue,AE37,=SUM(AB37/AB38),SUM,
Sep Revenue,AB38,=SUM(AB36+AB37),SUM,
Sep Revenue,AE38,=SUM(AE36+AE37),SUM,
Sep Revenue,AB42,"=COUNTIF(X5:X33, ""mcr"")",COUNTIF,
Sep Revenue,AC42,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=mcr"")",SUMIFS,
Sep Revenue,AD42,=AC42,,
Sep Revenue,AF42,=SUM(AB42/AB$54),SUM,
Sep Revenue,AG42,=SUM(AC42/AB42),SUM,
Sep Revenue,AB43,"=COUNTIF(X5:X33, ""mcd"")",COUNTIF,
Sep Revenue,AC43,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=mcd"")",SUMIFS,
Sep Revenue,AB44,"=COUNTIF(X5:X33, ""BCBS"")",COUNTIF,
Sep Revenue,AC44,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=bcbs"")",SUMIFS,
Sep Revenue,AB45,"=COUNTIF(X5:X33, ""cigna"")",COUNTIF,
Sep Revenue,AC45,"=SUMIFS(E$5:$F33,E$5:$F33,"">0"",X$5:$Y33,""=Cigna"")",SUMIFS,
Sep Revenue,AB46,"=COUNTIF(X5:X33, ""humana"")",COUNTIF,
Sep Revenue,AC46,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",$X$5:X33,""=humana"")",SUMIFS,
Sep Revenue,AB47,"=COUNTIF(X5:X33, ""value op"")",COUNTIF,
Sep Revenue,AC47,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=Value OP"")",SUMIFS,
Sep Revenue,AB48,"=COUNTIF(X5:X33, ""UBH"")",COUNTIF,
Sep Revenue,AC48,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=ubh"")",SUMIFS,
Sep Revenue,AB49,"=COUNTIF(X5:X33, ""vantage"")",COUNTIF,
Sep Revenue,AC49,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=vantage"")",SUMIFS,
Sep Revenue,AB50,"=COUNTIF(X5:X33, ""priv"")",COUNTIF,
Sep Revenue,AC50,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=priv"")",SUMIFS,
Sep Revenue,AB51,"=COUNTIF(X5:X33, ""highmark"")",COUNTIF,
Sep Revenue,AC51,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=highmark"")",SUMIFS,
Sep Revenue,B52,=AVERAGE(B5:B37),AVERAGE,
Sep Revenue,AB52,"=COUNTIF(X5:X33, ""sterling"")",COUNTIF,
Sep Revenue,AC52,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=sterling"")",SUMIFS,
Sep Revenue,A53,"=SUMIF(H4:H38, "">0"")",SUMIF,
Sep Revenue,AB53,"=COUNTIF(X5:X33, ""ind"")",COUNTIF,
Sep Revenue,AC53,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33, ""=Ind"")",SUMIFS,
Sep Revenue,AB54,=SUM(AB42:AB53),SUM,
Sep Revenue,E56,=SUM(E5:E40),SUM,
Sep Revenue,M56,=SUM(M5:M49),SUM,
Sep Revenue,O56,=SUM(O5:O49),SUM,
Sep Revenue,Q56,=SUM(Q5:Q49),SUM,
Sep Revenue,S56,=SUM(S5:S49),SUM,
Sep Revenue,U56,=SUM(U5:U49),SUM,
Sep Revenue,W56,=SUM(W5:W33),SUM,
Sep Revenue,X56,=SUM(M56:W56),SUM,
Sep Revenue,A57,=SUM(O57+Q57+S57)+U57+W57,SUM,
Sep Revenue,M57,=SUM(M56*C60),SUM,
Sep Revenue,O57,=SUM(O56*D62),SUM,
Sep Revenue,Q57,=SUM(Q56*D63),SUM,
Sep Revenue,S57,=SUM(Q56*D64),SUM,
Sep Revenue,U57,=SUM(U56*D62),SUM,
Sep Revenue,W57,=SUM(W56*D67),SUM,
Sep Revenue,X57,"=COUNTIF(E5:E33, "">0"")",COUNTIF,
Sep Revenue,E59,"=SUMIF(E5:E40, "">0"")",SUMIF,
Sep Revenue,J59,='Daily Census IP 2012'!AH29,,Daily Census IP 2012
Sep Revenue,A60,='Daily Census IP 2012'!AH30,,Daily Census IP 2012
Sep Revenue,C60,='Daily Census IP 2012'!A49,,Daily Census IP 2012
Sep Revenue,J60,"=SUM(E59)/COUNTIF(E5:E40,"">0"")",COUNTIF;SUM,
Sep Revenue,D62,=C60,,
Sep Revenue,D63,=SUM(D62-E63),SUM,
Sep Revenue,D64,=SUM(D62-E64),SUM,
Sep Revenue,D66,=C60,,
Oct Revenue,AA3,='Staffing July'!O18,,Staffing July
Oct Revenue,AA4,='Staffing October'!K1,,Staffing October
Oct Revenue,E5,=D5-C5,,
Oct Revenue,F5,"=SUMIF(G5,"">0"")-M5",SUMIF,
Oct Revenue,G5,=H5-I5+J5,,
Oct Revenue,H5,"=IF(D5>$E$2,$E$2-C5,IF(D5<=$E$2,D5-C5))",IF,
Oct Revenue,I5,"=IF(C5<$E$1,$D$2-C5,0)",IF,
Oct Revenue,AF26,=AB30,,
Oct Revenue,AB28,"=COUNTIF(Z5:Z33, ""B"")",COUNTIF,
Oct Revenue,AC28,=SUM(AB28/AB30),SUM,
Oct Revenue,AD28,"=AVERAGEIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""B"")",AVERAGEIFS,
Oct Revenue,AB29,"=COUNTIF(Z5:Z33, ""U"")",COUNTIF,
Oct Revenue,AC29,=SUM(AB29/AB30),SUM,
Oct Revenue,AD29,"=AVERAGEIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""U"")",AVERAGEIFS,
Oct Revenue,AB30,=SUM(AB28:AB29),SUM,
Oct Revenue,AC30,=SUM(AC28+AC29),SUM,
Oct Revenue,AD30,=J60,,
Oct Revenue,AB32,=J59,,
Oct Revenue,AB36,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""B"")",SUMIFS,
Oct Revenue,AC36,=AB36,,
Oct Revenue,AE36,=SUM(AB36/AB38),SUM,
Oct Revenue,AF36,=AD28,,
Oct Revenue,AB37,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""U"")",SUMIFS,
Oct Revenue,AE37,=SUM(AB37/AB38),SUM,
Oct Revenue,AB38,=SUM(AB36+AB37),SUM,
Oct Revenue,AE38,=SUM(AE36+AE37),SUM,
Oct Revenue,AB42,"=COUNTIF(X5:X33, ""mcr"")",COUNTIF,
Oct Revenue,AC42,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=mcr"")",SUMIFS,
Oct Revenue,AD42,=AC42,,
Oct Revenue,AF42,=SUM(AB42/AB$54),SUM,
Oct Revenue,AG42,=SUM(AC42/AB42),SUM,
Oct Revenue,AB43,"=COUNTIF(X5:X33, ""mcd"")",COUNTIF,
Oct Revenue,AC43,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=mcd"")",SUMIFS,
Oct Revenue,AB44,"=COUNTIF(X5:X33, ""BCBS"")",COUNTIF,
Oct Revenue,AC44,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=bcbs"")",SUMIFS,
Oct Revenue,AB45,"=COUNTIF(X5:X33, ""cigna"")",COUNTIF,
Oct Revenue,AC45,"=SUMIFS(E$5:$F33,E$5:$F33,"">0"",X$5:$Y33,""=Cigna"")",SUMIFS,
Oct Revenue,AB46,"=COUNTIF(X5:X33, ""humana"")",COUNTIF,
Oct Revenue,AC46,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",$X$5:X33,""=humana"")",SUMIFS,
Oct Revenue,AB47,"=COUNTIF(X5:X33, ""value op"")",COUNTIF,
Oct Revenue,AC47,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=Value OP"")",SUMIFS,
Oct Revenue,AB48,"=COUNTIF(X5:X33, ""UBH"")",COUNTIF,
Oct Revenue,AC48,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=ubh"")",SUMIFS,
Oct Revenue,AB49,"=COUNTIF(X5:X33, ""vantage"")",COUNTIF,
Oct Revenue,AC49,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=vantage"")",SUMIFS,
Oct Revenue,AB50,"=COUNTIF(X5:X33, ""priv"")",COUNTIF,
Oct Revenue,AC50,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=priv"")",SUMIFS,
Oct Revenue,AB51,"=COUNTIF(X5:X33, ""highmark"")",COUNTIF,
Oct Revenue,AC51,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=highmark"")",SUMIFS,
Oct Revenue,B52,=AVERAGE(B5:B37),AVERAGE,
Oct Revenue,AB52,"=COUNTIF(X5:X33, ""sterling"")",COUNTIF,
Oct Revenue,AC52,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=sterling"")",SUMIFS,
Oct Revenue,A53,"=SUMIF(H4:H38, "">0"")",SUMIF,
Oct Revenue,AB53,"=COUNTIF(X5:X33, ""ind"")",COUNTIF,
Oct Revenue,AC53,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33, ""=Ind"")",SUMIFS,
Oct Revenue,AB54,=SUM(AB42:AB53),SUM,
Oct Revenue,E56,=SUM(E5:E40),SUM,
Oct Revenue,M56,=SUM(M5:M49),SUM,
Oct Revenue,O56,=SUM(O5:O49),SUM,
Oct Revenue,Q56,=SUM(Q5:Q49),SUM,
Oct Revenue,S56,=SUM(S5:S49),SUM,
Oct Revenue,U56,=SUM(U5:U49),SUM,
Oct Revenue,W56,=SUM(W5:W33),SUM,
Oct Revenue,X56,=SUM(M56:W56),SUM,
Oct Revenue,A57,=SUM(O57+Q57+S57)+U57+W57,SUM,
Oct Revenue,M57,=SUM(M56*C60),SUM,
Oct Revenue,O57,=SUM(O56*D62),SUM,
Oct Revenue,Q57,=SUM(Q56*D63),SUM,
Oct Revenue,S57,=SUM(Q56*D64),SUM,
Oct Revenue,U57,=SUM(U56*D62),SUM,
Oct Revenue,W57,=SUM(W56*D67),SUM,
Oct Revenue,X57,"=COUNTIF(E5:E33, "">0"")",COUNTIF,
Oct Revenue,E59,"=SUMIF(E5:E40, "">0"")",SUMIF,
Oct Revenue,J59,=-'Daily Census IP 2012'!AH32,,Daily Census IP 2012
Oct Revenue,A60,='Daily Census IP 2012'!AH33,,Daily Census IP 2012
Oct Revenue,C60,='Daily Census IP 2012'!A49,,Daily Census IP 2012
Oct Revenue,J60,"=SUM(E59)/COUNTIF(E5:E40,"">0"")",COUNTIF;SUM,
Oct Revenue,D62,=C60,,
Oct Revenue,D63,=SUM(D62-E63),SUM,
Oct Revenue,D64,=SUM(D62-E64),SUM,
Oct Revenue,D66,=C60,,
Nov Revenue,AA3,='Staffing July'!O18,,Staffing July
Nov Revenue,AA4,='Staffing November'!K1,,Staffing November
Nov Revenue,E5,=D5-C5,,
Nov Revenue,F5,"=SUMIF(G5,"">0"")-M5",SUMIF,
Nov Revenue,G5,=H5-I5+J5,,
Nov Revenue,H5,"=IF(D5>$E$2,$E$2-C5,IF(D5<=$E$2,D5-C5))",IF,
Nov Revenue,I5,"=IF(C5<$E$1,$D$2-C5,0)",IF,
Nov Revenue,AF26,=AB30,,
Nov Revenue,AB28,"=COUNTIF(Z5:Z33, ""B"")",COUNTIF,
Nov Revenue,AC28,=SUM(AB28/AB30),SUM,
Nov Revenue,AD28,"=AVERAGEIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""B"")",AVERAGEIFS,
Nov Revenue,AB29,"=COUNTIF(Z5:Z33, ""U"")",COUNTIF,
Nov Revenue,AC29,=SUM(AB29/AB30),SUM,
Nov Revenue,AD29,"=AVERAGEIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""U"")",AVERAGEIFS,
Nov Revenue,AB30,=SUM(AB28:AB29),SUM,
Nov Revenue,AC30,=SUM(AC28+AC29),SUM,
Nov Revenue,AD30,=J60,,
Nov Revenue,AB32,=J59,,
Nov Revenue,AB36,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""=B"")",SUMIFS,
Nov Revenue,AC36,=AB36,,
Nov Revenue,AE36,=SUM(AB36/AB38),SUM,
Nov Revenue,AF36,=AD28,,
Nov Revenue,AB37,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""U"")",SUMIFS,
Nov Revenue,AE37,=SUM(AB37/AB38),SUM,
Nov Revenue,AB38,=SUM(AB36+AB37),SUM,
Nov Revenue,AE38,=SUM(AE36+AE37),SUM,
Nov Revenue,AB42,"=COUNTIF(X5:X33, ""mcr"")",COUNTIF,
Nov Revenue,AC42,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=mcr"")",SUMIFS,
Nov Revenue,AD42,=AC42,,
Nov Revenue,AF42,=SUM(AB42/AB$54),SUM,
Nov Revenue,AG42,=SUM(AC42/AB42),SUM,
Nov Revenue,AB43,"=COUNTIF(X5:X33, ""mcd"")",COUNTIF,
Nov Revenue,AC43,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=mcd"")",SUMIFS,
Nov Revenue,AB44,"=COUNTIF(X5:X33, ""BCBS"")",COUNTIF,
Nov Revenue,AC44,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=bcbs"")",SUMIFS,
Nov Revenue,AB45,"=COUNTIF(X5:X33, ""cigna"")",COUNTIF,
Nov Revenue,AC45,"=SUMIFS(E$5:$F33,E$5:$F33,"">0"",X$5:$Y33,""=Cigna"")",SUMIFS,
Nov Revenue,AB46,"=COUNTIF(X5:X33, ""humana"")",COUNTIF,
Nov Revenue,AC46,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",$X$5:X33,""=humana"")",SUMIFS,
Nov Revenue,AB47,"=COUNTIF(X5:X33, ""value op"")",COUNTIF,
Nov Revenue,AC47,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=Value OP"")",SUMIFS,
Nov Revenue,AB48,"=COUNTIF(X5:X33, ""UBH"")",COUNTIF,
Nov Revenue,AC48,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=ubh"")",SUMIFS,
Nov Revenue,AB49,"=COUNTIF(X5:X33, ""vantage"")",COUNTIF,
Nov Revenue,AC49,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=vantage"")",SUMIFS,
Nov Revenue,AB50,"=COUNTIF(X5:X33, ""priv"")",COUNTIF,
Nov Revenue,AC50,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=priv"")",SUMIFS,
Nov Revenue,AB51,"=COUNTIF(X5:X33, ""highmark"")",COUNTIF,
Nov Revenue,AC51,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=highmark"")",SUMIFS,
Nov Revenue,B52,=AVERAGE(B5:B37),AVERAGE,
Nov Revenue,AB52,"=COUNTIF(X5:X33, ""sterling"")",COUNTIF,
Nov Revenue,AC52,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=sterling"")",SUMIFS,
Nov Revenue,A53,"=SUMIF(H4:H38, "">0"")",SUMIF,
Nov Revenue,AB53,"=COUNTIF(X5:X33, ""ind"")",COUNTIF,
Nov Revenue,AC53,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33, ""=Ind"")",SUMIFS,
Nov Revenue,AB54,=SUM(AB42:AB53),SUM,
Nov Revenue,E56,=SUM(E5:E40),SUM,
Nov Revenue,M56,=SUM(M5:M49),SUM,
Nov Revenue,O56,=SUM(O5:O49),SUM,
Nov Revenue,Q56,=SUM(Q5:Q49),SUM,
Nov Revenue,S56,=SUM(S5:S49),SUM,
Nov Revenue,U56,=SUM(U5:U49),SUM,
Nov Revenue,W56,=SUM(W5:W33),SUM,
Nov Revenue,X56,=SUM(M56:W56),SUM,
Nov Revenue,A57,=SUM(O57+Q57+S57)+U57+W57,SUM,
Nov Revenue,M57,=SUM(M56*C60),SUM,
Nov Revenue,O57,=SUM(O56*D62),SUM,
Nov Revenue,Q57,=SUM(Q56*D63),SUM,
Nov Revenue,S57,=SUM(Q56*D64),SUM,
Nov Revenue,U57,=SUM(U56*D62),SUM,
Nov Revenue,W57,=SUM(W56*D67),SUM,
Nov Revenue,X57,"=COUNTIF(E5:E33, "">0"")",COUNTIF,
Nov Revenue,E59,"=SUMIF(E5:E40, "">0"")",SUMIF,
Nov Revenue,J59,='Daily Census IP 2012'!AH35,,Daily Census IP 2012
Nov Revenue,A60,='Daily Census IP 2012'!AH36,,Daily Census IP 2012
Nov Revenue,C60,='Daily Census IP 2012'!A49,,Daily Census IP 2012
Nov Revenue,J60,"=SUM(E59)/COUNTIF(E5:E40,"">0"")",COUNTIF;SUM,
Nov Revenue,D62,=C60,,
Nov Revenue,D63,=SUM(D62-E63),SUM,
Nov Revenue,D64,=SUM(D62-E64),SUM,
Nov Revenue,D66,=C60,,
Dec Revenue,AA3,='Staffing July'!O18,,Staffing July
Dec Revenue,AA4,='Staffing December'!K1,,Staffing December
Dec Revenue,E5,=D5-C5,,
Dec Revenue,F5,"=SUMIF(G5,"">0"")-M5",SUMIF,
Dec Revenue,G5,=H5-I5+J5,,
Dec Revenue,H5,"=IF(D5>$E$2,$E$2-C5,IF(D5<=$E$2,D5-C5))",IF,
Dec Revenue,I5,"=IF(C5<$E$1,$D$2-C5,0)",IF,
Dec Revenue,AF26,=AB30,,
Dec Revenue,AB28,"=COUNTIF(Z5:Z33, ""B"")",COUNTIF,
Dec Revenue,AC28,=SUM(AB28/AB30),SUM,
Dec Revenue,AD28,"=AVERAGEIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""B"")",AVERAGEIFS,
Dec Revenue,AB29,"=COUNTIF(Z5:Z33, ""U"")",COUNTIF,
Dec Revenue,AC29,=SUM(AB29/AB30),SUM,
Dec Revenue,AD29,"=AVERAGEIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""U"")",AVERAGEIFS,
Dec Revenue,AB30,=SUM(AB28:AB29),SUM,
Dec Revenue,AC30,=SUM(AC28+AC29),SUM,
Dec Revenue,AD30,=J60,,
Dec Revenue,AB32,=J59,,
Dec Revenue,AB36,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""=B"")",SUMIFS,
Dec Revenue,AC36,=AB36,,
Dec Revenue,AE36,=SUM(AB36/AB38),SUM,
Dec Revenue,AF36,=AD28,,
Dec Revenue,AB37,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",Z$5:$Z33,""U"")",SUMIFS,
Dec Revenue,AE37,=SUM(AB37/AB38),SUM,
Dec Revenue,AB38,=SUM(AB36+AB37),SUM,
Dec Revenue,AE38,=SUM(AE36+AE37),SUM,
Dec Revenue,AB42,"=COUNTIF(X5:X33, ""mcr"")",COUNTIF,
Dec Revenue,AC42,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=mcr"")",SUMIFS,
Dec Revenue,AD42,=AC42,,
Dec Revenue,AF42,=SUM(AB42/AB$54),SUM,
Dec Revenue,AG42,=SUM(AC42/AB42),SUM,
Dec Revenue,AB43,"=COUNTIF(X5:X33, ""mcd"")",COUNTIF,
Dec Revenue,AC43,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=mcd"")",SUMIFS,
Dec Revenue,AB44,"=COUNTIF(X5:X33, ""BCBS"")",COUNTIF,
Dec Revenue,AC44,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=bcbs"")",SUMIFS,
Dec Revenue,AB45,"=COUNTIF(X5:X33, ""cigna"")",COUNTIF,
Dec Revenue,AC45,"=SUMIFS(E$5:$F33,E$5:$F33,"">0"",X$5:$Y33,""=Cigna"")",SUMIFS,
Dec Revenue,AB46,"=COUNTIF(X5:X33, ""humana"")",COUNTIF,
Dec Revenue,AC46,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",$X$5:X33,""=humana"")",SUMIFS,
Dec Revenue,AB47,"=COUNTIF(X5:X33, ""value op"")",COUNTIF,
Dec Revenue,AC47,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=Value OP"")",SUMIFS,
Dec Revenue,AB48,"=COUNTIF(X5:X33, ""UBH"")",COUNTIF,
Dec Revenue,AC48,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=ubh"")",SUMIFS,
Dec Revenue,AB49,"=COUNTIF(X5:X33, ""vantage"")",COUNTIF,
Dec Revenue,AC49,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=vantage"")",SUMIFS,
Dec Revenue,AB50,"=COUNTIF(X5:X33, ""priv"")",COUNTIF,
Dec Revenue,AC50,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=priv"")",SUMIFS,
Dec Revenue,AB51,"=COUNTIF(X5:X33, ""highmark"")",COUNTIF,
Dec Revenue,AC51,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=highmark"")",SUMIFS,
Dec Revenue,B52,=AVERAGE(B5:B37),AVERAGE,
Dec Revenue,AB52,"=COUNTIF(X5:X33, ""sterling"")",COUNTIF,
Dec Revenue,AC52,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33,""=sterling"")",SUMIFS,
Dec Revenue,A53,"=SUMIF(H4:H38, "">0"")",SUMIF,
Dec Revenue,AB53,"=COUNTIF(X5:X33, ""ind"")",COUNTIF,
Dec Revenue,AC53,"=SUMIFS(E$5:$E33,E$5:$E33,"">0"",X$5:$X33, ""=Ind"")",SUMIFS,
Dec Revenue,AB54,=SUM(AB42:AB53),SUM,
Dec Revenue,E56,=SUM(E5:E40),SUM,
Dec Revenue,M56,=SUM(M5:M49),SUM,
Dec Revenue,O56,=SUM(O5:O49),SUM,
Dec Revenue,Q56,=SUM(Q5:Q49),SUM,
Dec Revenue,S56,=SUM(S5:S49),SUM,
Dec Revenue,U56,=SUM(U5:U49),SUM,
Dec Revenue,W56,=SUM(W5:W33),SUM,
